Start (s),End (s),Scientific name,Common name,Confidence,File
51,54,Spinus pinus,Pine Siskin,0.7671,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_085200.wav
18,21,Chlidonias hybrida,Whiskered Tern,0.7671,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_160500.wav
9,12,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7667,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_085500.wav
57,60,Spinus pinus,Pine Siskin,0.7665,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_060500.wav
30,33,Spinus pinus,Pine Siskin,0.7664,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_083000.wav
6,9,Loxia curvirostra,Red Crossbill,0.7661,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_181400.wav
54,57,Spinus pinus,Pine Siskin,0.7658,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_080600.wav
51,54,Acanthis flammea,Common Redpoll,0.7657,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_071100.wav
3,6,Numenius phaeopus,Whimbrel,0.7657,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_194700.wav
57,60,Spinus pinus,Pine Siskin,0.7657,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_093100.wav
18,21,Acanthis flammea,Common Redpoll,0.7652,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_111200.wav
48,51,Corvus corax,Common Raven,0.7643,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_091400.wav
21,24,Spinus pinus,Pine Siskin,0.7633,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_113800.wav
15,18,Loxia curvirostra,Red Crossbill,0.7632,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230808_064000.wav
42,45,Sitta canadensis,Red-breasted Nuthatch,0.7629,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230728_062200.wav
6,9,Spinus pinus,Pine Siskin,0.7627,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_083500.wav
3,6,Parabuteo unicinctus,Harris's Hawk,0.7624,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_063200.wav
12,15,Ixoreus naevius,Varied Thrush,0.7623,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230813_113800.wav
36,39,Spinus pinus,Pine Siskin,0.7619,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_060100.wav
6,9,Fireworks,Fireworks,0.7615,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230903_175400.wav
51,54,Passerculus sandwichensis,Savannah Sparrow,0.7612,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_083400.wav
21,24,Myioborus pictus,Painted Redstart,0.7601,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_100800.wav
15,18,Palmeria dolei,Akohekohe,0.76,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_193300.wav
39,42,Engine,Engine,0.76,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230813_134300.wav
15,18,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7597,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_103800.wav
6,9,Spinus pinus,Pine Siskin,0.7596,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_113800.wav
3,6,Palmeria dolei,Akohekohe,0.7593,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230811_123000.wav
57,60,Porzana porzana,Spotted Crake,0.7592,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_055500.wav
6,9,Human vocal,Human vocal,0.7592,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20210312_024723.wav
30,33,Spinus pinus,Pine Siskin,0.7589,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_090900.wav
15,18,Spinus pinus,Pine Siskin,0.7586,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_081200.wav
54,57,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7585,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_203200.wav
24,27,Spinus pinus,Pine Siskin,0.7582,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_082800.wav
54,57,Spinus pinus,Pine Siskin,0.7581,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_065000.wav
0,3,Spinus pinus,Pine Siskin,0.7579,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_083500.wav
27,30,Turdus philomelos,Song Thrush,0.7576,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_060100.wav
42,45,Human vocal,Human vocal,0.7572,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20230712_153207.wav
30,33,Acanthis flammea,Common Redpoll,0.757,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_062600.wav
54,57,Myioborus pictus,Painted Redstart,0.757,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_085700.wav
30,33,Spinus pinus,Pine Siskin,0.7569,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_061000.wav
24,27,Spinus pinus,Pine Siskin,0.7568,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230731_093600.wav
48,51,Spizelloides arborea,American Tree Sparrow,0.7558,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_052500.wav
48,51,Strix aluco,Tawny Owl,0.7557,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_132100.wav
18,21,Emberiza cia,Rock Bunting,0.7556,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_213400.wav
33,36,Myioborus pictus,Painted Redstart,0.7555,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_091100.wav
3,6,Spinus pinus,Pine Siskin,0.755,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230714_073200.wav
48,51,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7537,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_091300.wav
39,42,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7536,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_080800.wav
12,15,Anthus rubescens,American Pipit,0.7534,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_075200.wav
45,48,Spinus pinus,Pine Siskin,0.7531,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_071800.wav
24,27,Palmeria dolei,Akohekohe,0.7524,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_140200.wav
0,3,Spinus pinus,Pine Siskin,0.7519,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_082000.wav
15,18,Anthus rubescens,American Pipit,0.7516,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_075200.wav
45,48,Spinus pinus,Pine Siskin,0.7513,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_073900.wav
30,33,Spinus pinus,Pine Siskin,0.7513,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230803_075600.wav
39,42,Phoenicurus phoenicurus,Common Redstart,0.7512,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230728_210700.wav
57,60,Calcarius lapponicus,Lapland Longspur,0.7509,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_101100.wav
42,45,Acanthis flammea,Common Redpoll,0.7505,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_061800.wav
0,3,Acanthis flammea,Common Redpoll,0.7499,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230829_083000.wav
33,36,Spinus pinus,Pine Siskin,0.7498,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_060100.wav
54,57,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7498,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_133800.wav
15,18,Botaurus stellaris,Great Bittern,0.7495,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_125800.wav
42,45,Spinus pinus,Pine Siskin,0.7494,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_070000.wav
36,39,Spinus pinus,Pine Siskin,0.7491,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_094800.wav
30,33,Myioborus pictus,Painted Redstart,0.7488,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_091100.wav
9,12,Progne subis,Purple Martin,0.7487,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_102000.wav
36,39,Loxia leucoptera,White-winged Crossbill,0.7478,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_084400.wav
6,9,Spinus pinus,Pine Siskin,0.7472,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_082800.wav
0,3,Spinus pinus,Pine Siskin,0.7465,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230829_070000.wav
36,39,Acanthis flammea,Common Redpoll,0.7461,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_062600.wav
3,6,Engine,Engine,0.746,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_134700.wav
6,9,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7457,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_120500.wav
33,36,Fireworks,Fireworks,0.7457,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_152700.wav
42,45,Botaurus stellaris,Great Bittern,0.7456,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_132900.wav
12,15,Spizelloides arborea,American Tree Sparrow,0.7444,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230819_061800.wav
9,12,Anthus campestris,Tawny Pipit,0.7439,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_073600.wav
30,33,Falco mexicanus,Prairie Falcon,0.7433,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_203600.wav
21,24,Corvus corax,Common Raven,0.7419,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_091900.wav
39,42,Human vocal,Human vocal,0.7417,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20210312_024723.wav
30,33,Spinus pinus,Pine Siskin,0.7415,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230803_092600.wav
3,6,Engine,Engine,0.7414,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_151900.wav
39,42,Spinus pinus,Pine Siskin,0.7409,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_072400.wav
48,51,Corvus corax,Common Raven,0.7409,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_093900.wav
54,57,Spinus pinus,Pine Siskin,0.7408,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_062700.wav
27,30,Spinus pinus,Pine Siskin,0.7407,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_104500.wav
18,21,Spizelloides arborea,American Tree Sparrow,0.7403,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_061200.wav
57,60,Fireworks,Fireworks,0.74,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230726_185400.wav
9,12,Leucosticte atrata,Black Rosy-Finch,0.7397,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_110500.wav
6,9,Sayornis nigricans,Black Phoebe,0.7396,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_054100.wav
51,54,Corvus corax,Common Raven,0.7396,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_142200.wav
48,51,Anthus rubescens,American Pipit,0.7395,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_132600.wav
57,60,Estrilda astrild,Common Waxbill,0.7386,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_212500.wav
24,27,Corvus corax,Common Raven,0.7383,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_102300.wav
33,36,Sitta canadensis,Red-breasted Nuthatch,0.7363,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_062800.wav
6,9,Lagopus leucura,White-tailed Ptarmigan,0.736,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_050800.wav
45,48,Coccothraustes vespertinus,Evening Grosbeak,0.7359,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_101100.wav
30,33,Spinus pinus,Pine Siskin,0.7352,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230812_083100.wav
30,33,Falco peregrinus,Peregrine Falcon,0.7342,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_203600.wav
33,36,Fireworks,Fireworks,0.7336,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230815_091600.wav
21,24,Spizelloides arborea,American Tree Sparrow,0.7332,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_072000.wav
18,21,Palmeria dolei,Akohekohe,0.7331,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230905_084200.wav
33,36,Acanthis flammea,Common Redpoll,0.733,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_095500.wav
0,3,Emberiza hortulana,Ortolan Bunting,0.733,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_075500.wav
51,54,Spinus pinus,Pine Siskin,0.7329,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_071800.wav
30,33,Human vocal,Human vocal,0.7328,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20210312_024723.wav
0,3,Spinus pinus,Pine Siskin,0.7319,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_115300.wav
9,12,Spinus pinus,Pine Siskin,0.7308,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_090300.wav
6,9,Spinus pinus,Pine Siskin,0.7304,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_064300.wav
3,6,Human vocal,Human vocal,0.7303,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20210312_024723.wav
57,60,Spinus pinus,Pine Siskin,0.7301,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_075300.wav
48,51,Sayornis saya,Say's Phoebe,0.7296,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_111900.wav
6,9,Fulica atra,Eurasian Coot,0.7292,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_191000.wav
3,6,Spinus pinus,Pine Siskin,0.7292,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_063400.wav
42,45,Human vocal,Human vocal,0.7292,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20210312_024723.wav
18,21,Myioborus pictus,Painted Redstart,0.7291,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_113500.wav
30,33,Leucosticte atrata,Black Rosy-Finch,0.729,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_211100.wav
33,36,Spinus pinus,Pine Siskin,0.7283,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_081000.wav
45,48,Eremophila alpestris,Horned Lark,0.728,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_123500.wav
42,45,Leucosticte atrata,Black Rosy-Finch,0.7279,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230714_124700.wav
0,3,Spinus pinus,Pine Siskin,0.7279,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_084000.wav
21,24,Palmeria dolei,Akohekohe,0.7274,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_201700.wav
21,24,Spinus pinus,Pine Siskin,0.7271,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_063400.wav
21,24,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.727,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_084900.wav
21,24,Spinus pinus,Pine Siskin,0.7264,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230829_082500.wav
9,12,Sternula superciliaris,Yellow-billed Tern,0.7262,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230816_203800.wav
57,60,Spinus pinus,Pine Siskin,0.7261,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_080500.wav
30,33,Turdus philomelos,Song Thrush,0.7253,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_065300.wav
3,6,Spinus pinus,Pine Siskin,0.7251,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_061600.wav
45,48,Psaltriparus minimus,Bushtit,0.7251,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_061200.wav
0,3,Fireworks,Fireworks,0.7251,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_150600.wav
24,27,Spinus pinus,Pine Siskin,0.7249,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_073900.wav
39,42,Spinus pinus,Pine Siskin,0.7245,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230829_082500.wav
18,21,Setophaga coronata,Yellow-rumped Warbler,0.7242,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_100700.wav
12,15,Spinus pinus,Pine Siskin,0.7241,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_102400.wav
48,51,Piranga flava,Hepatic Tanager,0.7241,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_093500.wav
3,6,Emberiza cirlus,Cirl Bunting,0.724,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_065500.wav
27,30,Spinus pinus,Pine Siskin,0.7231,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230731_093600.wav
30,33,Anthus rubescens,American Pipit,0.723,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_085000.wav
30,33,Strix aluco,Tawny Owl,0.7229,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_130100.wav
39,42,Spinus pinus,Pine Siskin,0.7226,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_120000.wav
12,15,Spizelloides arborea,American Tree Sparrow,0.7225,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_083800.wav
48,51,Spinus pinus,Pine Siskin,0.7225,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_101700.wav
51,54,Scolopax rusticola,Eurasian Woodcock,0.7219,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_155300.wav
3,6,Human vocal,Human vocal,0.7217,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20230712_153207.wav
51,54,Spinus pinus,Pine Siskin,0.7215,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_080500.wav
54,57,Human vocal,Human vocal,0.7214,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_163600.wav
45,48,Sitta canadensis,Red-breasted Nuthatch,0.721,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_070900.wav
15,18,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7205,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_204300.wav
33,36,Falco mexicanus,Prairie Falcon,0.7204,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_203600.wav
0,3,Spinus pinus,Pine Siskin,0.7201,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230714_073200.wav
54,57,Fireworks,Fireworks,0.72,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230823_210000.wav
36,39,Vanellus vanellus,Northern Lapwing,0.7197,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_101100.wav
3,6,Corvus corax,Common Raven,0.7193,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_091400.wav
3,6,Empidonax wrightii,Gray Flycatcher,0.7192,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_065300.wav
45,48,Spinus pinus,Pine Siskin,0.7191,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_080600.wav
3,6,Spinus pinus,Pine Siskin,0.7183,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_113500.wav
12,15,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7167,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_210300.wav
15,18,Tachycineta bicolor,Tree Swallow,0.7161,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_073500.wav
27,30,Fulica atra,Eurasian Coot,0.7157,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230725_191700.wav
18,21,Scolopax rusticola,Eurasian Woodcock,0.7156,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_063500.wav
6,9,Turdus philomelos,Song Thrush,0.715,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_073100.wav
45,48,Spinus pinus,Pine Siskin,0.7138,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_092100.wav
9,12,Estrilda astrild,Common Waxbill,0.7126,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_212500.wav
54,57,Spizelloides arborea,American Tree Sparrow,0.7126,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_082800.wav
0,3,Fireworks,Fireworks,0.7126,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230812_120100.wav
12,15,Leucosticte atrata,Black Rosy-Finch,0.7122,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_210300.wav
45,48,Spinus pinus,Pine Siskin,0.7121,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_113700.wav
30,33,Spinus pinus,Pine Siskin,0.7119,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_102300.wav
18,21,Pipilo chlorurus,Green-tailed Towhee,0.7119,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230808_171500.wav
30,33,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7119,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_081200.wav
39,42,Spinus pinus,Pine Siskin,0.7118,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_112000.wav
48,51,Sialia sialis,Eastern Bluebird,0.7114,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230728_125200.wav
24,27,Leucosticte atrata,Black Rosy-Finch,0.7105,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_193900.wav
18,21,Spizelloides arborea,American Tree Sparrow,0.7105,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_093800.wav
27,30,Emberiza rustica,Rustic Bunting,0.7104,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_111000.wav
21,24,Turdus philomelos,Song Thrush,0.7102,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_083800.wav
0,3,Fireworks,Fireworks,0.7102,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230809_215100.wav
0,3,Spinus pinus,Pine Siskin,0.71,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_065300.wav
57,60,Empidonax wrightii,Gray Flycatcher,0.7099,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_110200.wav
18,21,Gun,Gun,0.7097,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_171100.wav
3,6,Melanerpes uropygialis,Gila Woodpecker,0.7096,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230816_203800.wav
36,39,Spinus pinus,Pine Siskin,0.7096,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_125000.wav
18,21,Zonotrichia leucophrys,White-crowned Sparrow,0.7088,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_063600.wav
48,51,Engine,Engine,0.7083,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230804_192300.wav
0,3,Spizelloides arborea,American Tree Sparrow,0.7083,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_121000.wav
54,57,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.7082,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_083100.wav
21,24,Anthus campestris,Tawny Pipit,0.708,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_090100.wav
39,42,Spinus pinus,Pine Siskin,0.7075,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_064900.wav
54,57,Engine,Engine,0.7067,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230804_192300.wav
21,24,Spizelloides arborea,American Tree Sparrow,0.7063,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_093800.wav
