Start (s),End (s),Scientific name,Common name,Confidence,File
9,12,Turdus pilaris,Fieldfare,0.6227,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_085300.wav
9,12,Chlidonias hybrida,Whiskered Tern,0.6225,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_160500.wav
51,54,Scolopax minor,American Woodcock,0.6224,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230812_083100.wav
15,18,Spizelloides arborea,American Tree Sparrow,0.6224,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_113200.wav
42,45,Passerculus sandwichensis,Savannah Sparrow,0.6222,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_092500.wav
57,60,Palmeria dolei,Akohekohe,0.622,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_192800.wav
51,54,Acanthis flammea,Common Redpoll,0.6219,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_161300.wav
54,57,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6218,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_143400.wav
27,30,Spinus pinus,Pine Siskin,0.6215,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_082900.wav
6,9,Spinus pinus,Pine Siskin,0.6215,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_081200.wav
18,21,Palmeria dolei,Akohekohe,0.6214,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230804_053800.wav
30,33,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6213,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_204400.wav
0,3,Acanthis flammea,Common Redpoll,0.6211,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_091900.wav
57,60,Spinus pinus,Pine Siskin,0.621,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_073100.wav
30,33,Motacilla cinerea,Gray Wagtail,0.6208,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230828_091900.wav
21,24,Lagopus leucura,White-tailed Ptarmigan,0.6202,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230801_052300.wav
27,30,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6201,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_061000.wav
18,21,Fireworks,Fireworks,0.62,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230815_124100.wav
21,24,Leucosticte atrata,Black Rosy-Finch,0.6199,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_124500.wav
6,9,Sturnella neglecta,Western Meadowlark,0.6195,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_120800.wav
30,33,Spinus pinus,Pine Siskin,0.6193,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_082100.wav
51,54,Baeolophus atricristatus,Black-crested Titmouse,0.6186,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_072400.wav
51,54,Fireworks,Fireworks,0.6184,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230904_150600.wav
18,21,Fireworks,Fireworks,0.6182,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_092500.wav
27,30,Strix aluco,Tawny Owl,0.6182,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230819_200300.wav
27,30,Spinus pinus,Pine Siskin,0.618,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230728_143700.wav
51,54,Piranga flava,Hepatic Tanager,0.6178,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_133000.wav
0,3,Fireworks,Fireworks,0.6175,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230817_063500.wav
3,6,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6174,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_193800.wav
57,60,Engine,Engine,0.6173,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230804_192300.wav
6,9,Fireworks,Fireworks,0.6171,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230817_110500.wav
51,54,Myiarchus cinerascens,Ash-throated Flycatcher,0.6169,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230725_213700.wav
48,51,Fulica atra,Eurasian Coot,0.6169,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230817_210500.wav
24,27,Motacilla cinerea,Gray Wagtail,0.6166,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_082500.wav
30,33,Turdus philomelos,Song Thrush,0.6161,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_060700.wav
30,33,Leucosticte australis,Brown-capped Rosy-Finch,0.6159,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_204400.wav
48,51,Fireworks,Fireworks,0.6158,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_213100.wav
30,33,Ninox novaeseelandiae,Morepork,0.6156,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_090700.wav
21,24,Anthus rubescens,American Pipit,0.6155,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_073500.wav
24,27,Anthus rubescens,American Pipit,0.6154,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_095500.wav
48,51,Spizelloides arborea,American Tree Sparrow,0.6153,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_105900.wav
12,15,Porzana porzana,Spotted Crake,0.615,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_204300.wav
12,15,Acanthis flammea,Common Redpoll,0.6149,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_082600.wav
18,21,Fireworks,Fireworks,0.6146,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_091000.wav
24,27,Tringa melanoleuca,Greater Yellowlegs,0.6143,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230727_222000.wav
6,9,Carpodacus rubicilloides,Streaked Rosefinch,0.6138,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_110500.wav
42,45,Palmeria dolei,Akohekohe,0.6138,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_194200.wav
33,36,Palmeria dolei,Akohekohe,0.6138,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230903_064900.wav
0,3,Strix aluco,Tawny Owl,0.6135,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_103500.wav
39,42,Spinus pinus,Pine Siskin,0.6135,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230812_083100.wav
24,27,Spinus pinus,Pine Siskin,0.6132,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_073500.wav
24,27,Fireworks,Fireworks,0.6132,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230903_160900.wav
39,42,Passerculus sandwichensis,Savannah Sparrow,0.6131,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230905_064700.wav
54,57,Loxia leucoptera,White-winged Crossbill,0.6124,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_112800.wav
0,3,Fireworks,Fireworks,0.6123,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230726_161400.wav
12,15,Spinus pinus,Pine Siskin,0.6122,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_064500.wav
36,39,Falco sparverius,American Kestrel,0.6121,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_075200.wav
48,51,Leucosticte atrata,Black Rosy-Finch,0.612,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_211100.wav
36,39,Fireworks,Fireworks,0.6117,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_191000.wav
51,54,Leucosticte atrata,Black Rosy-Finch,0.6115,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_211100.wav
9,12,Rallus crepitans,Clapper Rail,0.6113,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_204000.wav
6,9,Turdus philomelos,Song Thrush,0.6103,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230817_062000.wav
24,27,Estrilda astrild,Common Waxbill,0.6102,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_204100.wav
9,12,Fireworks,Fireworks,0.6102,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_161600.wav
33,36,Zonotrichia leucophrys,White-crowned Sparrow,0.6102,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_100500.wav
45,48,Passerculus sandwichensis,Savannah Sparrow,0.6102,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_083400.wav
12,15,Palmeria dolei,Akohekohe,0.6099,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230811_123000.wav
0,3,Fireworks,Fireworks,0.6096,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_213600.wav
9,12,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6092,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_173600.wav
36,39,Acanthis flammea,Common Redpoll,0.609,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_204300.wav
6,9,Chamaea fasciata,Wrentit,0.6089,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_201400.wav
24,27,Catherpes mexicanus,Canyon Wren,0.6086,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_055800.wav
30,33,Anthus richardi,Richard's Pipit,0.6085,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_203600.wav
9,12,Coturnix coturnix,Common Quail,0.6085,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_093400.wav
6,9,Turdus philomelos,Song Thrush,0.6084,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_045900.wav
18,21,Acanthis flammea,Common Redpoll,0.6084,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_102400.wav
39,42,Spinus pinus,Pine Siskin,0.6084,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_113700.wav
33,36,Anthus rubescens,American Pipit,0.6084,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230830_075200.wav
36,39,Fireworks,Fireworks,0.6083,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230811_091500.wav
54,57,Spinus pinus,Pine Siskin,0.6079,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_090900.wav
15,18,Engine,Engine,0.6077,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_112300.wav
27,30,Spinus pinus,Pine Siskin,0.6076,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_074300.wav
30,33,Fireworks,Fireworks,0.6075,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230813_163300.wav
36,39,Human non-vocal,Human non-vocal,0.6074,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230819_122800.wav
9,12,Anthus richardi,Richard's Pipit,0.6073,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_054600.wav
45,48,Spinus pinus,Pine Siskin,0.607,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_083000.wav
45,48,Coccothraustes vespertinus,Evening Grosbeak,0.6068,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_110300.wav
42,45,Fireworks,Fireworks,0.6067,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_163100.wav
57,60,Acanthis flammea,Common Redpoll,0.6067,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_071100.wav
9,12,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6062,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_055900.wav
0,3,Camaroptera brachyura,Green-backed Camaroptera,0.6062,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_094400.wav
45,48,Spinus pinus,Pine Siskin,0.6061,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_084900.wav
12,15,Fireworks,Fireworks,0.606,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230726_180900.wav
12,15,Fireworks,Fireworks,0.6058,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230724_135600.wav
30,33,Fireworks,Fireworks,0.6058,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230725_224700.wav
39,42,Spizelloides arborea,American Tree Sparrow,0.6053,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_070300.wav
45,48,Turdus philomelos,Song Thrush,0.6051,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_053800.wav
36,39,Glaucidium gnoma,Northern Pygmy-Owl,0.6051,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_152000.wav
0,3,Engine,Engine,0.6051,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230831_151900.wav
30,33,Tetrao urogallus,Western Capercaillie,0.6047,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_090700.wav
36,39,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6046,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230714_124700.wav
24,27,Spinus pinus,Pine Siskin,0.6046,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_084300.wav
24,27,Calidris mauri,Western Sandpiper,0.6045,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230730_120000.wav
21,24,Anthus rubescens,American Pipit,0.6043,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_085000.wav
0,3,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6041,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_184300.wav
18,21,Spinus pinus,Pine Siskin,0.604,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_064700.wav
39,42,Passerculus sandwichensis,Savannah Sparrow,0.6039,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_083400.wav
9,12,Spizelloides arborea,American Tree Sparrow,0.6038,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_045900.wav
27,30,Spizella atrogularis,Black-chinned Sparrow,0.6036,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_092300.wav
33,36,Spizelloides arborea,American Tree Sparrow,0.6036,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_061300.wav
27,30,Fireworks,Fireworks,0.6036,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230903_190900.wav
30,33,Setophaga coronata,Yellow-rumped Warbler,0.6035,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230821_100700.wav
48,51,Porzana porzana,Spotted Crake,0.6034,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_105800.wav
0,3,Fireworks,Fireworks,0.6032,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_190000.wav
24,27,Spinus pinus,Pine Siskin,0.6031,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_102300.wav
3,6,Haematopus ostralegus,Eurasian Oystercatcher,0.603,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_101700.wav
6,9,Spinus pinus,Pine Siskin,0.6029,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_070900.wav
24,27,Fireworks,Fireworks,0.6025,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230724_055600.wav
54,57,Acanthis flammea,Common Redpoll,0.6024,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_055100.wav
27,30,Spinus pinus,Pine Siskin,0.6022,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_063000.wav
57,60,Spinus pinus,Pine Siskin,0.6018,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230723_073900.wav
24,27,Spinus pinus,Pine Siskin,0.6017,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_103500.wav
45,48,Fireworks,Fireworks,0.6016,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_152100.wav
0,3,Calcarius lapponicus,Lapland Longspur,0.6016,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_194100.wav
57,60,Coccothraustes vespertinus,Evening Grosbeak,0.6016,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_194500.wav
9,12,Myioborus pictus,Painted Redstart,0.6016,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230829_070000.wav
15,18,Fireworks,Fireworks,0.6015,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230812_090100.wav
45,48,Spinus pinus,Pine Siskin,0.6014,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_073000.wav
6,9,Spinus pinus,Pine Siskin,0.6014,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_064500.wav
36,39,Tetrao urogallus,Western Capercaillie,0.6013,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_082500.wav
39,42,Passerculus sandwichensis,Savannah Sparrow,0.6013,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_115400.wav
48,51,Fireworks,Fireworks,0.6012,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_144000.wav
42,45,Leucosticte atrata,Black Rosy-Finch,0.6011,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_211100.wav
3,6,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.601,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230719_210300.wav
36,39,Emberiza rustica,Rustic Bunting,0.601,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_061000.wav
3,6,Calcarius pictus,Smith's Longspur,0.6009,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_085900.wav
54,57,Petrochelidon pyrrhonota,Cliff Swallow,0.6008,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_211500.wav
24,27,Turdus philomelos,Song Thrush,0.6006,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_083500.wav
27,30,Lonchura punctulata,Scaly-breasted Munia,0.6002,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230823_085000.wav
33,36,Spinus pinus,Pine Siskin,0.6001,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_082900.wav
51,54,Calcarius lapponicus,Lapland Longspur,0.6001,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230728_142200.wav
9,12,Porzana porzana,Spotted Crake,0.6,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_203000.wav
36,39,Spinus pinus,Pine Siskin,0.5999,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_082800.wav
15,18,Gun,Gun,0.5994,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_171600.wav
9,12,Zonotrichia leucophrys,White-crowned Sparrow,0.5993,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_062900.wav
42,45,Spinus pinus,Pine Siskin,0.5992,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_072400.wav
45,48,Spizelloides arborea,American Tree Sparrow,0.599,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_093800.wav
54,57,Regulus satrapa,Golden-crowned Kinglet,0.599,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_062900.wav
3,6,Tetrao urogallus,Western Capercaillie,0.5987,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230809_060600.wav
12,15,Sternula antillarum,Least Tern,0.5982,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230815_061100.wav
51,54,Peucaea aestivalis,Bachman's Sparrow,0.5979,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230825_073400.wav
42,45,Sternula superciliaris,Yellow-billed Tern,0.5977,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230802_220500.wav
42,45,Acanthis flammea,Common Redpoll,0.5977,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230826_084500.wav
45,48,Chlidonias hybrida,Whiskered Tern,0.5973,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230714_053200.wav
15,18,Palmeria dolei,Akohekohe,0.5972,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230903_061900.wav
42,45,Passer montanus,Eurasian Tree Sparrow,0.5969,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_211100.wav
15,18,Fireworks,Fireworks,0.5969,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230726_080900.wav
24,27,Micrathene whitneyi,Elf Owl,0.5967,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_181600.wav
18,21,Spinus pinus,Pine Siskin,0.5966,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230718_170200.wav
54,57,Gun,Gun,0.5965,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230713_170600.wav
12,15,Passer domesticus,House Sparrow,0.5964,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_202500.wav
57,60,Human vocal,Human vocal,0.5963,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20230712_195855.wav
0,3,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.5961,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_100400.wav
24,27,Acanthis flammea,Common Redpoll,0.596,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230808_065000.wav
18,21,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.5959,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230827_160200.wav
33,36,Chordeiles gundlachii,Antillean Nighthawk,0.5958,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230820_074000.wav
6,9,Myioborus pictus,Painted Redstart,0.5958,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230829_070000.wav
0,3,Spinus pinus,Pine Siskin,0.5955,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230720_114000.wav
45,48,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.5954,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230729_133800.wav
30,33,Botaurus stellaris,Great Bittern,0.5952,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230806_075100.wav
21,24,Spinus pinus,Pine Siskin,0.5947,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_074300.wav
36,39,Engine,Engine,0.5946,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230818_093200.wav
51,54,Spinus pinus,Pine Siskin,0.5945,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230716_052400.wav
3,6,Charadrius wilsonia,Wilson's Plover,0.5945,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230823_184500.wav
3,6,Spinus pinus,Pine Siskin,0.5942,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230803_193600.wav
105,108,Human vocal,Human vocal,0.5942,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/SMA03793_20230712_153207.wav
39,42,Fireworks,Fireworks,0.5941,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_150000.wav
33,36,Anthus rubescens,American Pipit,0.594,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230807_075800.wav
48,51,Fireworks,Fireworks,0.5938,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230814_071000.wav
6,9,Sternula superciliaris,Yellow-billed Tern,0.5935,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230816_203800.wav
24,27,Coccothraustes coccothraustes,Hawfinch,0.5933,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230722_054300.wav
6,9,Spinus pinus,Pine Siskin,0.5932,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230805_113500.wav
15,18,Engine,Engine,0.5931,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230819_200300.wav
6,9,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.5928,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230715_122300.wav
21,24,Spinus pinus,Pine Siskin,0.5926,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230717_110100.wav
30,33,Vanellus vanellus,Northern Lapwing,0.5926,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230721_060600.wav
18,21,Coturnicops noveboracensis,Yellow Rail,0.5925,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230725_050200.wav
6,9,Zonotrichia leucophrys,White-crowned Sparrow,0.592,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230904_062600.wav
54,57,Coccothraustes vespertinus,Evening Grosbeak,0.5919,/Volumes/BLT_ARU0102/Robson_ARU/ARU02/Data/ARU02_20230901_101100.wav
