Start (s),End (s),Scientific name,Common name,Confidence,File
36.0,39.0,Asio flammeus,Short-eared Owl,0.1794,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_164100.wav
36.0,39.0,Pluvialis dominica,American Golden-Plover,0.4829,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_164600.wav
54.0,57.0,Pluvialis dominica,American Golden-Plover,0.2092,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_164600.wav
15.0,18.0,Asio otus,Long-eared Owl,0.3494,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_165600.wav
15.0,18.0,Bucephala albeola,Bufflehead,0.1035,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_170600.wav
36.0,39.0,Aythya valisineria,Canvasback,0.2240,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_172100.wav
21.0,24.0,Cygnus buccinator,Trumpeter Swan,0.1234,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_172600.wav
0,3.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1957,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
3.0,6.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1805,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
6.0,9.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3099,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
6.0,9.0,Calcarius lapponicus,Lapland Longspur,0.2121,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
6.0,9.0,Calidris mauri,Western Sandpiper,0.1025,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
9.0,12.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6092,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
9.0,12.0,Progne subis,Purple Martin,0.1731,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
9.0,12.0,Calcarius lapponicus,Lapland Longspur,0.1395,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
12.0,15.0,Calcarius lapponicus,Lapland Longspur,0.1224,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
12.0,15.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1117,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
15.0,18.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6379,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
15.0,18.0,Progne subis,Purple Martin,0.2754,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
15.0,18.0,Calcarius lapponicus,Lapland Longspur,0.1108,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
18.0,21.0,Calcarius lapponicus,Lapland Longspur,0.1268,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
18.0,21.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1143,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
21.0,24.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1379,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
24.0,27.0,Calcarius lapponicus,Lapland Longspur,0.1293,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
27.0,30.0,Calcarius lapponicus,Lapland Longspur,0.1461,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
42.0,45.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3146,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
42.0,45.0,Progne subis,Purple Martin,0.1958,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
45.0,48.0,Progne subis,Purple Martin,0.3414,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
45.0,48.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3093,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
45.0,48.0,Calcarius lapponicus,Lapland Longspur,0.1854,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
48.0,51.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3799,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
48.0,51.0,Coccothraustes vespertinus,Evening Grosbeak,0.2895,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
51.0,54.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1763,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
54.0,57.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3155,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
54.0,57.0,Calcarius lapponicus,Lapland Longspur,0.1784,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
57.0,60.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2014,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
57.0,60.0,Haemorhous mexicanus,House Finch,0.1933,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
57.0,60.0,Calidris pusilla,Semipalmated Sandpiper,0.1057,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_173600.wav
21.0,24.0,Haemorhous mexicanus,House Finch,0.1958,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174100.wav
36.0,39.0,Eremophila alpestris,Horned Lark,0.1384,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174100.wav
54.0,57.0,Calidris pusilla,Semipalmated Sandpiper,0.1378,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174100.wav
57.0,60.0,Acanthis flammea,Common Redpoll,0.2167,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174100.wav
6.0,9.0,Calcarius lapponicus,Lapland Longspur,0.1081,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
30.0,33.0,Petrochelidon pyrrhonota,Cliff Swallow,0.1725,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
30.0,33.0,Chlidonias niger,Black Tern,0.1028,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
33.0,36.0,Petrochelidon pyrrhonota,Cliff Swallow,0.1287,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
33.0,36.0,Sterna hirundo,Common Tern,0.1248,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
33.0,36.0,Chlidonias niger,Black Tern,0.1082,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
33.0,36.0,Riparia riparia,Bank Swallow,0.1076,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
36.0,39.0,Riparia riparia,Bank Swallow,0.1779,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
36.0,39.0,Sterna forsteri,Forster's Tern,0.1730,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
36.0,39.0,Petrochelidon pyrrhonota,Cliff Swallow,0.1473,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
39.0,42.0,Chlidonias niger,Black Tern,0.2547,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
39.0,42.0,Petrochelidon pyrrhonota,Cliff Swallow,0.1022,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
42.0,45.0,Chlidonias niger,Black Tern,0.4145,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
42.0,45.0,Sterna hirundo,Common Tern,0.1403,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
45.0,48.0,Petrochelidon pyrrhonota,Cliff Swallow,0.1523,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
51.0,54.0,Coccothraustes vespertinus,Evening Grosbeak,0.1292,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
54.0,57.0,Petrochelidon pyrrhonota,Cliff Swallow,0.3949,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_174600.wav
12.0,15.0,Bucephala clangula,Common Goldeneye,0.1277,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175100.wav
0,3.0,Limnodromus scolopaceus,Long-billed Dowitcher,0.1797,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
12.0,15.0,Acanthis flammea,Common Redpoll,0.1337,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
12.0,15.0,Haemorhous mexicanus,House Finch,0.1187,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
12.0,15.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1166,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
18.0,21.0,Calcarius lapponicus,Lapland Longspur,0.1044,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
27.0,30.0,Bucephala clangula,Common Goldeneye,0.1051,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
30.0,33.0,Calidris mauri,Western Sandpiper,0.1285,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
42.0,45.0,Chordeiles minor,Common Nighthawk,0.2190,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
54.0,57.0,Coccothraustes vespertinus,Evening Grosbeak,0.1416,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_175600.wav
33.0,36.0,Colaptes auratus,Northern Flicker,0.1220,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_180100.wav
57.0,60.0,Loxia curvirostra,Red Crossbill,0.2817,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_180100.wav
57.0,60.0,Acanthis flammea,Common Redpoll,0.2059,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_180100.wav
0,3.0,Calcarius lapponicus,Lapland Longspur,0.1133,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_180600.wav
0,3.0,Calidris pusilla,Semipalmated Sandpiper,0.1248,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_183100.wav
12.0,15.0,Aechmophorus clarkii,Clark's Grebe,0.1326,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_190100.wav
12.0,15.0,Bucephala clangula,Common Goldeneye,0.1078,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_190100.wav
6.0,9.0,Loxia curvirostra,Red Crossbill,0.4029,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
9.0,12.0,Calidris mauri,Western Sandpiper,0.1418,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
12.0,15.0,Calcarius lapponicus,Lapland Longspur,0.1074,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
15.0,18.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1162,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
15.0,18.0,Calidris pusilla,Semipalmated Sandpiper,0.1091,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
18.0,21.0,Calidris mauri,Western Sandpiper,0.2975,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
18.0,21.0,Calcarius lapponicus,Lapland Longspur,0.2292,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
18.0,21.0,Calidris alba,Sanderling,0.1269,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
21.0,24.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.4111,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
21.0,24.0,Calcarius lapponicus,Lapland Longspur,0.1353,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
24.0,27.0,Calcarius lapponicus,Lapland Longspur,0.2104,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
24.0,27.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1091,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
33.0,36.0,Haemorhous mexicanus,House Finch,0.1124,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191100.wav
42.0,45.0,Acanthis flammea,Common Redpoll,0.1837,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_191600.wav
18.0,21.0,Haemorhous mexicanus,House Finch,0.1028,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_192100.wav
24.0,27.0,Calidris alpina,Dunlin,0.1307,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_192100.wav
48.0,51.0,Haemorhous mexicanus,House Finch,0.1023,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_194600.wav
12.0,15.0,Lanius ludovicianus,Loggerhead Shrike,0.1236,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_195100.wav
30.0,33.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2080,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_195100.wav
30.0,33.0,Calidris mauri,Western Sandpiper,0.1854,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_195100.wav
33.0,36.0,Acanthis hornemanni,Hoary Redpoll,0.1429,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_195100.wav
33.0,36.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1036,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_195100.wav
39.0,42.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1918,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_195100.wav
0,3.0,Calcarius lapponicus,Lapland Longspur,0.1259,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
0,3.0,Anthus rubescens,American Pipit,0.1064,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
9.0,12.0,Coccothraustes vespertinus,Evening Grosbeak,0.2175,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
15.0,18.0,Passer domesticus,House Sparrow,0.1145,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
18.0,21.0,Progne subis,Purple Martin,0.3216,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
21.0,24.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2186,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
21.0,24.0,Coccothraustes vespertinus,Evening Grosbeak,0.1510,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
21.0,24.0,Calcarius lapponicus,Lapland Longspur,0.1150,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
24.0,27.0,Passer domesticus,House Sparrow,0.1123,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
30.0,33.0,Progne subis,Purple Martin,0.2807,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
30.0,33.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1709,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
33.0,36.0,Acanthis flammea,Common Redpoll,0.3190,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
42.0,45.0,Rallus limicola,Virginia Rail,0.2010,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.1932,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
42.0,45.0,Aeronautes saxatalis,White-throated Swift,0.1576,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.2164,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
45.0,48.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1275,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201100.wav
0,3.0,Passer domesticus,House Sparrow,0.1958,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
3.0,6.0,Calcarius lapponicus,Lapland Longspur,0.1572,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
6.0,9.0,Calcarius lapponicus,Lapland Longspur,0.1740,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
15.0,18.0,Calidris mauri,Western Sandpiper,0.1386,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
15.0,18.0,Acanthis hornemanni,Hoary Redpoll,0.1260,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
18.0,21.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1016,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
21.0,24.0,Riparia riparia,Bank Swallow,0.2721,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
24.0,27.0,Riparia riparia,Bank Swallow,0.4499,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
24.0,27.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1195,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
24.0,27.0,Calidris mauri,Western Sandpiper,0.1065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
27.0,30.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1837,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
30.0,33.0,Riparia riparia,Bank Swallow,0.2868,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
36.0,39.0,Riparia riparia,Bank Swallow,0.1899,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
39.0,42.0,Riparia riparia,Bank Swallow,0.2116,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
45.0,48.0,Calidris mauri,Western Sandpiper,0.1116,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
51.0,54.0,Petrochelidon pyrrhonota,Cliff Swallow,0.1386,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_201600.wav
12.0,15.0,Calcarius lapponicus,Lapland Longspur,0.3933,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
12.0,15.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1113,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
15.0,18.0,Calcarius lapponicus,Lapland Longspur,0.1818,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
24.0,27.0,Calcarius lapponicus,Lapland Longspur,0.1938,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
42.0,45.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3243,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
42.0,45.0,Progne subis,Purple Martin,0.2787,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
48.0,51.0,Haemorhous mexicanus,House Finch,0.1212,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
51.0,54.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1813,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
51.0,54.0,Progne subis,Purple Martin,0.1032,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
54.0,57.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3190,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
54.0,57.0,Progne subis,Purple Martin,0.2766,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
54.0,57.0,Calcarius lapponicus,Lapland Longspur,0.1350,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
54.0,57.0,Haemorhous mexicanus,House Finch,0.1156,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
54.0,57.0,Acanthis flammea,Common Redpoll,0.1151,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
57.0,60.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1938,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
57.0,60.0,Calcarius lapponicus,Lapland Longspur,0.1771,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
57.0,60.0,Coccothraustes vespertinus,Evening Grosbeak,0.1639,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202100.wav
0,3.0,Passer domesticus,House Sparrow,0.1803,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
0,3.0,Chordeiles minor,Common Nighthawk,0.1223,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
3.0,6.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2171,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
3.0,6.0,Progne subis,Purple Martin,0.1594,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
3.0,6.0,Coccothraustes vespertinus,Evening Grosbeak,0.1418,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
6.0,9.0,Progne subis,Purple Martin,0.1045,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
6.0,9.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1032,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
9.0,12.0,Coccothraustes vespertinus,Evening Grosbeak,0.3978,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
9.0,12.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1307,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
12.0,15.0,Passer domesticus,House Sparrow,0.1128,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
15.0,18.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.4608,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
15.0,18.0,Progne subis,Purple Martin,0.1182,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
18.0,21.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2301,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
21.0,24.0,Passer domesticus,House Sparrow,0.1477,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
27.0,30.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2546,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
27.0,30.0,Passer domesticus,House Sparrow,0.2049,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
27.0,30.0,Calcarius lapponicus,Lapland Longspur,0.1179,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
30.0,33.0,Calcarius lapponicus,Lapland Longspur,0.2449,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
30.0,33.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2098,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
30.0,33.0,Progne subis,Purple Martin,0.1515,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
36.0,39.0,Progne subis,Purple Martin,0.1123,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
36.0,39.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1083,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230713_202600.wav
