Start (s),End (s),Scientific name,Common name,Confidence,File
36.0,39.0,Plectrophenax nivalis,Snow Bunting,0.1624,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_055900.wav
39.0,42.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1031,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_055900.wav
42.0,45.0,Asio flammeus,Short-eared Owl,0.1050,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_055900.wav
57.0,60.0,Acanthis flammea,Common Redpoll,0.2602,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_055900.wav
39.0,42.0,Loxia curvirostra,Red Crossbill,0.1073,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_060900.wav
48.0,51.0,Empidonax oberholseri,Dusky Flycatcher,0.1005,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_060900.wav
33.0,36.0,Asio flammeus,Short-eared Owl,0.1024,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_061900.wav
57.0,60.0,Perdix perdix,Gray Partridge,0.1429,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_061900.wav
0,3.0,Asio flammeus,Short-eared Owl,0.1041,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_064400.wav
54.0,57.0,Asio flammeus,Short-eared Owl,0.1169,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_065400.wav
57.0,60.0,Asio flammeus,Short-eared Owl,0.1123,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_065400.wav
3.0,6.0,Asio flammeus,Short-eared Owl,0.1028,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_065900.wav
51.0,54.0,Asio flammeus,Short-eared Owl,0.1231,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_065900.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.5173,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_070400.wav
15.0,18.0,Asio flammeus,Short-eared Owl,0.1302,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_071900.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.1345,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072400.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.7672,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072400.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.2837,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072400.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.3513,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072400.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.7409,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072400.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.5992,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072400.wav
30.0,33.0,Asio flammeus,Short-eared Owl,0.1160,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072900.wav
36.0,39.0,Asio flammeus,Short-eared Owl,0.1044,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072900.wav
39.0,42.0,Asio flammeus,Short-eared Owl,0.1256,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072900.wav
45.0,48.0,Asio flammeus,Short-eared Owl,0.1006,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072900.wav
48.0,51.0,Asio flammeus,Short-eared Owl,0.1090,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_072900.wav
39.0,42.0,Asio flammeus,Short-eared Owl,0.1227,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_073400.wav
48.0,51.0,Asio flammeus,Short-eared Owl,0.1017,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_073400.wav
3.0,6.0,Acanthis flammea,Common Redpoll,0.1860,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_073900.wav
42.0,45.0,Anas platyrhynchos,Mallard,0.1012,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_075400.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.3011,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_080900.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.1968,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.1647,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.2735,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.8534,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.3440,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
48.0,51.0,Spinus pinus,Pine Siskin,0.7797,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.5749,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082400.wav
15.0,18.0,Empidonax oberholseri,Dusky Flycatcher,0.2058,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
21.0,24.0,Spinus pinus,Pine Siskin,0.5019,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.6215,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.3871,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.6001,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
33.0,36.0,Riparia riparia,Bank Swallow,0.1014,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.6505,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
36.0,39.0,Tachycineta bicolor,Tree Swallow,0.1415,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.9184,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.9400,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.1479,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
48.0,51.0,Plectrophenax nivalis,Snow Bunting,0.2292,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_082900.wav
0,3.0,Aeronautes saxatalis,White-throated Swift,0.2386,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
6.0,9.0,Asio flammeus,Short-eared Owl,0.1140,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
24.0,27.0,Poecile gambeli,Mountain Chickadee,0.2870,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
24.0,27.0,Aeronautes saxatalis,White-throated Swift,0.1150,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.6795,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
36.0,39.0,Aeronautes saxatalis,White-throated Swift,0.1065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.1021,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.9488,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.5636,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
51.0,54.0,Acanthis flammea,Common Redpoll,0.2029,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.8517,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
54.0,57.0,Aeronautes saxatalis,White-throated Swift,0.1156,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.9503,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083400.wav
6.0,9.0,Sitta carolinensis,White-breasted Nuthatch,0.1063,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_083900.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.1672,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.6562,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.1686,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
33.0,36.0,Acanthis flammea,Common Redpoll,0.1030,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
36.0,39.0,Haemorhous cassinii,Cassin's Finch,0.1531,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
39.0,42.0,Coccothraustes vespertinus,Evening Grosbeak,0.1161,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.6061,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
51.0,54.0,Eremophila alpestris,Horned Lark,0.1580,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.1022,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.6521,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_084900.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.7589,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.8816,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
36.0,39.0,Haemorhous cassinii,Cassin's Finch,0.1007,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.8217,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.8599,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.9165,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
48.0,51.0,Spinus pinus,Pine Siskin,0.9696,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
48.0,51.0,Haemorhous cassinii,Cassin's Finch,0.1177,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.4848,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.6079,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
54.0,57.0,Picoides dorsalis,American Three-toed Woodpecker,0.1068,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_090900.wav
0,3.0,Acanthis flammea,Common Redpoll,0.6211,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_091900.wav
0,3.0,Spinus tristis,American Goldfinch,0.3532,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_091900.wav
9.0,12.0,Himantopus mexicanus,Black-necked Stilt,0.1018,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_091900.wav
12.0,15.0,Acanthis flammea,Common Redpoll,0.4358,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_091900.wav
15.0,18.0,Anas platyrhynchos,Mallard,0.1043,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_091900.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.3121,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093400.wav
6.0,9.0,Acanthis flammea,Common Redpoll,0.4685,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093400.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.2104,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093400.wav
12.0,15.0,Lanius borealis,Northern Shrike,0.1973,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093400.wav
21.0,24.0,Picoides arcticus,Black-backed Woodpecker,0.1680,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093400.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.5755,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093900.wav
9.0,12.0,Spinus pinus,Pine Siskin,0.8714,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093900.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.4866,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_093900.wav
9.0,12.0,Spinus pinus,Pine Siskin,0.8481,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094400.wav
3.0,6.0,Asio flammeus,Short-eared Owl,0.1101,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
9.0,12.0,Asio flammeus,Short-eared Owl,0.1432,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
12.0,15.0,Larus delawarensis,Ring-billed Gull,0.1299,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
27.0,30.0,Bombycilla cedrorum,Cedar Waxwing,0.2031,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
27.0,30.0,Certhia americana,Brown Creeper,0.1456,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
27.0,30.0,Regulus satrapa,Golden-crowned Kinglet,0.1118,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
39.0,42.0,Asio flammeus,Short-eared Owl,0.1090,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
45.0,48.0,Asio flammeus,Short-eared Owl,0.1228,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
48.0,51.0,Asio flammeus,Short-eared Owl,0.1140,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
51.0,54.0,Asio flammeus,Short-eared Owl,0.1090,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
57.0,60.0,Asio flammeus,Short-eared Owl,0.1001,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_094900.wav
24.0,27.0,Acanthis flammea,Common Redpoll,0.3988,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095400.wav
27.0,30.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2496,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095400.wav
0,3.0,Acanthis flammea,Common Redpoll,0.2140,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
3.0,6.0,Acanthis flammea,Common Redpoll,0.1302,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
3.0,6.0,Passer domesticus,House Sparrow,0.1282,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
6.0,9.0,Quiscalus quiscula,Common Grackle,0.1648,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
9.0,12.0,Acanthis flammea,Common Redpoll,0.1086,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
15.0,18.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.3818,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
15.0,18.0,Acanthis flammea,Common Redpoll,0.1470,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
18.0,21.0,Acanthis flammea,Common Redpoll,0.1324,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
21.0,24.0,Acanthis flammea,Common Redpoll,0.3135,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
21.0,24.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1994,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
21.0,24.0,Perdix perdix,Gray Partridge,0.1108,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
24.0,27.0,Euphagus cyanocephalus,Brewer's Blackbird,0.1555,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
27.0,30.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2552,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
42.0,45.0,Acanthis flammea,Common Redpoll,0.1150,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
45.0,48.0,Acanthis flammea,Common Redpoll,0.3434,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_095900.wav
0,3.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.5961,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100400.wav
3.0,6.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.2470,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100400.wav
9.0,12.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1802,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100400.wav
21.0,24.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1125,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100400.wav
27.0,30.0,Loxia leucoptera,White-winged Crossbill,0.1076,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100400.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.6934,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
30.0,33.0,Haemorhous cassinii,Cassin's Finch,0.1035,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.8890,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.1140,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.5172,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
42.0,45.0,Acanthis flammea,Common Redpoll,0.6514,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.1288,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.9170,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.6327,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_100900.wav
9.0,12.0,Sturnella neglecta,Western Meadowlark,0.1826,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101400.wav
9.0,12.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.1625,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101400.wav
12.0,15.0,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,0.6779,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101400.wav
15.0,18.0,Sturnella neglecta,Western Meadowlark,0.1173,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101400.wav
27.0,30.0,Asio flammeus,Short-eared Owl,0.1005,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101400.wav
48.0,51.0,Asio flammeus,Short-eared Owl,0.1002,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101400.wav
0,3.0,Spinus pinus,Pine Siskin,0.8311,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.5679,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
6.0,9.0,Aeronautes saxatalis,White-throated Swift,0.5424,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.1829,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
15.0,18.0,Pooecetes gramineus,Vesper Sparrow,0.5036,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
15.0,18.0,Sturnella neglecta,Western Meadowlark,0.2137,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
15.0,18.0,Catharus guttatus,Hermit Thrush,0.1055,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_101900.wav
0,3.0,Spinus pinus,Pine Siskin,0.3509,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.6349,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
3.0,6.0,Tachycineta bicolor,Tree Swallow,0.1083,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.5916,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.7241,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
15.0,18.0,Tachycineta bicolor,Tree Swallow,0.1268,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.9106,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
21.0,24.0,Calidris mauri,Western Sandpiper,0.1784,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
21.0,24.0,Calidris minutilla,Least Sandpiper,0.1114,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.4953,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
27.0,30.0,Haemorhous cassinii,Cassin's Finch,0.1146,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
33.0,36.0,Asio flammeus,Short-eared Owl,0.1151,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102400.wav
48.0,51.0,Asio flammeus,Short-eared Owl,0.1219,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_102900.wav
30.0,33.0,Riparia riparia,Bank Swallow,0.1338,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103400.wav
39.0,42.0,Spizelloides arborea,American Tree Sparrow,0.1957,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103400.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.2501,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103400.wav
45.0,48.0,Eremophila alpestris,Horned Lark,0.1406,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103400.wav
48.0,51.0,Spinus pinus,Pine Siskin,0.1531,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103400.wav
51.0,54.0,Calcarius lapponicus,Lapland Longspur,0.1882,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103400.wav
45.0,48.0,Asio flammeus,Short-eared Owl,0.1385,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103900.wav
57.0,60.0,Asio flammeus,Short-eared Owl,0.1031,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_103900.wav
30.0,33.0,Asio flammeus,Short-eared Owl,0.1109,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_104400.wav
39.0,42.0,Asio flammeus,Short-eared Owl,0.1213,I:/BC_Parks_Mount_Robson/Raw_audio/ARU02/Data\ARU02_20230716_104400.wav
