Start (s),End (s),Scientific name,Common name,Confidence,File
24.0,27.0,Spinus pinus,Pine Siskin,0.3180,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
24.0,27.0,Haemorhous cassinii,Cassin's Finch,0.1532,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
24.0,27.0,Pinicola enucleator,Pine Grosbeak,0.1356,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.1483,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.4062,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.5725,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
33.0,36.0,Haemorhous cassinii,Cassin's Finch,0.1545,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.1288,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
54.0,57.0,Haemorhous cassinii,Cassin's Finch,0.1271,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054200.wav
0,3.0,Spinus pinus,Pine Siskin,0.3301,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054700.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.4752,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054700.wav
3.0,6.0,Picoides dorsalis,American Three-toed Woodpecker,0.1444,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054700.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.6196,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_054700.wav
21.0,24.0,Empidonax oberholseri,Dusky Flycatcher,0.1176,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
27.0,30.0,Setophaga coronata,Yellow-rumped Warbler,0.2310,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
30.0,33.0,Setophaga coronata,Yellow-rumped Warbler,0.1913,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
33.0,36.0,Setophaga coronata,Yellow-rumped Warbler,0.5563,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
36.0,39.0,Empidonax oberholseri,Dusky Flycatcher,0.1307,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
36.0,39.0,Setophaga coronata,Yellow-rumped Warbler,0.1007,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
39.0,42.0,Empidonax hammondii,Hammond's Flycatcher,0.1986,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
39.0,42.0,Empidonax oberholseri,Dusky Flycatcher,0.1365,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
48.0,51.0,Empidonax oberholseri,Dusky Flycatcher,0.3448,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
51.0,54.0,Setophaga coronata,Yellow-rumped Warbler,0.2008,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
54.0,57.0,Empidonax oberholseri,Dusky Flycatcher,0.1922,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
54.0,57.0,Setophaga coronata,Yellow-rumped Warbler,0.1162,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055200.wav
6.0,9.0,Haemorhous cassinii,Cassin's Finch,0.1118,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230803_055700.wav
54.0,57.0,Junco hyemalis,Dark-eyed Junco,0.1630,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_045300.wav
3.0,6.0,Troglodytes pacificus,Pacific Wren,0.3071,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_050300.wav
3.0,6.0,Setophaga palmarum,Palm Warbler,0.2585,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_050300.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.9330,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_050800.wav
0,3.0,Spinus pinus,Pine Siskin,0.7426,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.8311,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.8615,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
9.0,12.0,Spinus pinus,Pine Siskin,0.8690,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.9304,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
12.0,15.0,Picoides dorsalis,American Three-toed Woodpecker,0.1065,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
15.0,18.0,Spinus pinus,Pine Siskin,0.8063,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
15.0,18.0,Picoides dorsalis,American Three-toed Woodpecker,0.1627,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
15.0,18.0,Haemorhous cassinii,Cassin's Finch,0.1001,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.9141,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
21.0,24.0,Spinus pinus,Pine Siskin,0.6043,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.8165,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.7186,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
30.0,33.0,Spinus pinus,Pine Siskin,0.8618,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.6004,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.8036,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.8677,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.6245,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.8529,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
45.0,48.0,Picoides dorsalis,American Three-toed Woodpecker,0.1022,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
48.0,51.0,Spinus pinus,Pine Siskin,0.5739,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
48.0,51.0,Picoides dorsalis,American Three-toed Woodpecker,0.1450,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
48.0,51.0,Haemorhous cassinii,Cassin's Finch,0.1094,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.3459,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
54.0,57.0,Dryobates pubescens,Downy Woodpecker,0.1231,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.1109,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051300.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.3112,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.6902,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
42.0,45.0,Picoides dorsalis,American Three-toed Woodpecker,0.1261,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
42.0,45.0,Haemorhous cassinii,Cassin's Finch,0.1176,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.7245,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
45.0,48.0,Haemorhous cassinii,Cassin's Finch,0.1299,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
45.0,48.0,Picoides dorsalis,American Three-toed Woodpecker,0.1031,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
48.0,51.0,Spinus pinus,Pine Siskin,0.7957,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.1046,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.8826,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.3015,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
57.0,60.0,Haemorhous cassinii,Cassin's Finch,0.1331,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_051800.wav
0,3.0,Spinus pinus,Pine Siskin,0.6248,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.7001,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.8867,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
6.0,9.0,Picoides dorsalis,American Three-toed Woodpecker,0.1724,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
9.0,12.0,Spinus pinus,Pine Siskin,0.7553,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.7694,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
15.0,18.0,Spinus pinus,Pine Siskin,0.7339,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
15.0,18.0,Picoides dorsalis,American Three-toed Woodpecker,0.1143,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.7151,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
18.0,21.0,Ixoreus naevius,Varied Thrush,0.1114,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
21.0,24.0,Spinus pinus,Pine Siskin,0.9119,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.4185,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.4448,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052300.wav
3.0,6.0,Chordeiles minor,Common Nighthawk,0.1097,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052800.wav
6.0,9.0,Megaceryle alcyon,Belted Kingfisher,0.1078,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052800.wav
9.0,12.0,Megaceryle alcyon,Belted Kingfisher,0.4688,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052800.wav
39.0,42.0,Bombycilla garrulus,Bohemian Waxwing,0.1291,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052800.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.1497,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_052800.wav
0,3.0,Spinus pinus,Pine Siskin,0.3470,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
0,3.0,Acanthis flammea,Common Redpoll,0.2467,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.1908,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.4925,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
9.0,12.0,Bombycilla garrulus,Bohemian Waxwing,0.2225,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
9.0,12.0,Ixoreus naevius,Varied Thrush,0.1267,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
9.0,12.0,Pipilo maculatus,Spotted Towhee,0.1089,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.6645,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
15.0,18.0,Bombycilla garrulus,Bohemian Waxwing,0.5552,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.2730,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
21.0,24.0,Spinus pinus,Pine Siskin,0.7464,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.3820,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
27.0,30.0,Zonotrichia leucophrys,White-crowned Sparrow,0.4880,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
30.0,33.0,Acanthis flammea,Common Redpoll,0.3966,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
33.0,36.0,Zonotrichia leucophrys,White-crowned Sparrow,0.6473,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
36.0,39.0,Poecile gambeli,Mountain Chickadee,0.3626,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
36.0,39.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1257,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
39.0,42.0,Zonotrichia leucophrys,White-crowned Sparrow,0.5593,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
42.0,45.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1812,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
45.0,48.0,Acanthis flammea,Common Redpoll,0.1432,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.1230,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.1848,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
51.0,54.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1386,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
51.0,54.0,Haemorhous cassinii,Cassin's Finch,0.1092,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053300.wav
0,3.0,Spinus pinus,Pine Siskin,0.7620,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053800.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.8947,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053800.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.9291,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053800.wav
30.0,33.0,Acanthis flammea,Common Redpoll,0.2142,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053800.wav
36.0,39.0,Bombycilla garrulus,Bohemian Waxwing,0.2456,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053800.wav
39.0,42.0,Bombycilla garrulus,Bohemian Waxwing,0.4410,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_053800.wav
9.0,12.0,Spinus pinus,Pine Siskin,0.4518,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
15.0,18.0,Spinus pinus,Pine Siskin,0.3539,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
15.0,18.0,Acanthis flammea,Common Redpoll,0.1555,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.7321,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.9038,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.2291,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.3111,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054300.wav
12.0,15.0,Setophaga coronata,Yellow-rumped Warbler,0.2095,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054800.wav
18.0,21.0,Setophaga coronata,Yellow-rumped Warbler,0.2248,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054800.wav
30.0,33.0,Setophaga coronata,Yellow-rumped Warbler,0.1058,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_054800.wav
6.0,9.0,Mareca penelope,Eurasian Wigeon,0.1475,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055300.wav
51.0,54.0,Anas crecca,Green-winged Teal,0.1377,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055300.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.1004,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.8955,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
39.0,42.0,Spinus pinus,Pine Siskin,0.8865,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.9289,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.8602,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
48.0,51.0,Spinus pinus,Pine Siskin,0.4450,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
51.0,54.0,Spinus pinus,Pine Siskin,0.8874,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
54.0,57.0,Spinus pinus,Pine Siskin,0.7940,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.6714,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_055800.wav
27.0,30.0,Regulus satrapa,Golden-crowned Kinglet,0.1536,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_060300.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.7424,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_060300.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.8237,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_060300.wav
0,3.0,Poecile rufescens,Chestnut-backed Chickadee,0.1993,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_061300.wav
9.0,12.0,Poecile rufescens,Chestnut-backed Chickadee,0.1496,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_061300.wav
9.0,12.0,Regulus satrapa,Golden-crowned Kinglet,0.1367,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_061300.wav
36.0,39.0,Regulus satrapa,Golden-crowned Kinglet,0.1478,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_061300.wav
48.0,51.0,Regulus satrapa,Golden-crowned Kinglet,0.2015,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_061300.wav
57.0,60.0,Regulus satrapa,Golden-crowned Kinglet,0.3122,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230804_061300.wav
0,3.0,Acanthis flammea,Common Redpoll,0.1251,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_051000.wav
39.0,42.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1747,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_051500.wav
42.0,45.0,Zonotrichia leucophrys,White-crowned Sparrow,0.3016,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_051500.wav
45.0,48.0,Zonotrichia leucophrys,White-crowned Sparrow,0.3114,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_051500.wav
51.0,54.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1181,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_051500.wav
6.0,9.0,Spinus pinus,Pine Siskin,0.5949,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
9.0,12.0,Spinus pinus,Pine Siskin,0.7284,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
12.0,15.0,Spinus pinus,Pine Siskin,0.6242,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.4539,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
21.0,24.0,Spinus pinus,Pine Siskin,0.6142,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.5151,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.3826,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
42.0,45.0,Acanthis flammea,Common Redpoll,0.1145,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_052500.wav
0,3.0,Spinus pinus,Pine Siskin,0.6288,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
3.0,6.0,Spinus pinus,Pine Siskin,0.1828,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
15.0,18.0,Spinus pinus,Pine Siskin,0.4405,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.8209,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
36.0,39.0,Spinus pinus,Pine Siskin,0.1978,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
42.0,45.0,Spinus pinus,Pine Siskin,0.3942,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
42.0,45.0,Haemorhous cassinii,Cassin's Finch,0.1677,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
57.0,60.0,Spinus pinus,Pine Siskin,0.7449,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
57.0,60.0,Haemorhous cassinii,Cassin's Finch,0.1258,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053000.wav
18.0,21.0,Spinus pinus,Pine Siskin,0.2627,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
18.0,21.0,Acanthis flammea,Common Redpoll,0.2171,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
21.0,24.0,Spinus pinus,Pine Siskin,0.2556,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
24.0,27.0,Spinus pinus,Pine Siskin,0.5564,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
27.0,30.0,Spinus pinus,Pine Siskin,0.6245,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
33.0,36.0,Spinus pinus,Pine Siskin,0.6955,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
45.0,48.0,Spinus pinus,Pine Siskin,0.1854,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
45.0,48.0,Acanthis flammea,Common Redpoll,0.1019,I:/BC_Parks_Mount_Robson/Raw_audio/ARU01/Data\ARU01_20230805_053500.wav
